"nt","md","name","eq","way","ec","ko","rn","symbol","map","mdk"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","ATP formation","V/A-type H+/Na+-transporting ATPase subunit A [EC:7.1.2.2 7.2.2.1], V/A-type H+/Na+-transporting ATPase subunit B, V/A-type H+/Na+-transporting ATPase subunit C, V/A-type H+/Na+-transporting ATPase subunit D, V/A-type H+/Na+-transporting ATPase subunit E, V/A-type H+/Na+-transporting ATPase subunit F, V/A-type H+/Na+-transporting ATPase subunit G/H, V/A-type H+/Na+-transporting ATPase subunit I, V/A-type H+/Na+-transporting ATPase subunit K","ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2]","Reverse","7.1.2.2","K02117, K02118, K02119, K02120, K02121, K02122, K02107, K02123, K02124","R7.1.2.2","ATPVA, ATPVB, ATPVC, ATPVD, ATPVE, ATPVF, ATPVG, ATPVI, ATPVK","map00190","M00159"
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","ATP formation","F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1], F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1], V/A-type H+/Na+-transporting ATPase subunit A [EC:7.1.2.2 7.2.2.1]","ATP + H2O + Na+[side 1] <=> ADP + Orthophosphate + Na+[side 2]","Reverse","7.2.2.1","K02111, K02112, K02117","R7.2.2.1","ATPF1A, ATPF1B, ATPVA",NA,NA
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","ATP formation","K(+)-stimulated pyrophosphate-energized sodium pump [EC:7.2.3.1]","Diphosphate + H2O + Na+[side 1] <=> 2 Orthophosphate + Na+[side 2]","Bidirectional","7.2.3.1","K15987","R7.2.3.1","hppA",NA,NA
"Nitrate respiration of glucose (dissimilatory nitrate reduction)","Redox balance",NA,"NADPH + NAD+ <=> NADP+ + NADH","Bidirectional",NA,NA,"R00112",NA,NA,NA
"Sulfur compound respiration (generic)","Sulfate and sulfite reduction by electron carriers","3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]","ATP + Sulfate <=> Diphosphate + Adenylyl sulfate","Forward","2.7.7.4","K13811","R00529","PAPSS","map00920","M00987"
"Sulfur compound respiration (generic)","Sulfate and sulfite reduction by electron carriers","bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25], sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]","ATP + Sulfate <=> Diphosphate + Adenylyl sulfate","Forward","2.7.7.4","K00955, K00957","R00529","cysNC, cysD","map00920","M00176"
"Sulfur compound respiration (generic)","Sulfate and sulfite reduction by electron carriers","sulfate adenylyltransferase [EC:2.7.7.4]","ATP + Sulfate <=> Diphosphate + Adenylyl sulfate","Forward","2.7.7.4","K00958","R00529","sat","map00920","M00596"
"Sulfur compound respiration (generic)","Sulfate and sulfite reduction by electron carriers","sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]","ATP + Sulfate <=> Diphosphate + Adenylyl sulfate","Forward","2.7.7.4","K00956","R00529","cysN","map00920",NA
"Sulfur compound respiration (generic)","Sulfate and sulfite reduction by electron carriers","adenylylsulfate reductase, subunit A [EC:1.8.99.2], adenylylsulfate reductase, subunit B [EC:1.8.99.2]","AMP + Sulfite + FAD <=> Adenylyl sulfate + FADH2","Reverse","1.8.99.2","K00394, K00395","R08553","aprA, aprB","map00920","M00596"
"Sulfur compound respiration (generic)","Sulfate and sulfite reduction by electron carriers","adenylylsulfate reductase, subunit A [EC:1.8.99.2], adenylylsulfate reductase, subunit B [EC:1.8.99.2]","Sulfite + NAD+ + AMP <=> Adenylyl sulfate + NADH + H+","Reverse","1.8.99.2.A","K00394, K00395","R1.8.99.2.A","aprA, aprB",NA,NA
"Sulfur compound respiration (generic)","Sulfate and sulfite reduction by electron carriers","adenylylsulfate reductase, subunit A [EC:1.8.99.2], adenylylsulfate reductase, subunit B [EC:1.8.99.2]","Sulfite + 2 Oxidized ferredoxin + AMP <=> Adenylyl sulfate + 2 Reduced ferredoxin + 2 H+","Reverse","1.8.99.2.B","K00394, K00395","R1.8.99.2.B","aprA, aprB",NA,NA
"Sulfur compound respiration (generic)","Sulfate and sulfite reduction by electron carriers","dissimilatory sulfite reductase alpha subunit [EC:1.8.1.22], dissimilatory sulfite reductase beta subunit [EC:1.8.1.22]","Protein-trisulfide + NAD+ + 3 H2O <=> Protein dithiol + Sulfite + NADH + H+","Reverse","1.8.1.22","K11180, K11181","R00861","dsrA, dsrB","map00920","M00596"
"Sulfur compound respiration (generic)","Sulfate and sulfite reduction by electron carriers","[DsrC]-trisulfide reductase subunit M [EC:1.8.5.10], [DsrC]-trisulfide reductase subunit K [EC:1.8.5.10], [DsrC]-trisulfide reductase subunit J, [DsrC]-trisulfide reductase subunit O, [DsrC]-trisulfide reductase subunit P","Hydrogen sulfide + Protein dithiol + 2 NAD+ <=> Protein-trisulfide + 2 NADH + 2 H+","Reverse","1.8.5.10.A","K27187, K27188, K27189, K27190, K27191","R1.8.5.10.A","dsrM, dsrK, dsrJ, dsrO, dsrP","map00920","M00596"
"Sulfur compound respiration (generic)","Sulfate and sulfite reduction by electron carriers","[DsrC]-trisulfide reductase subunit M [EC:1.8.5.10], [DsrC]-trisulfide reductase subunit K [EC:1.8.5.10], [DsrC]-trisulfide reductase subunit J, [DsrC]-trisulfide reductase subunit O, [DsrC]-trisulfide reductase subunit P","Hydrogen sulfide + Protein dithiol + 4 Oxidized ferredoxin <=> Protein-trisulfide + 4 Reduced ferredoxin + 4 H+","Reverse","1.8.5.10.B","K27187, K27188, K27189, K27190, K27191","R1.8.5.10.B","dsrM, dsrK, dsrJ, dsrO, dsrP","map00920","M00596"
"Sulfur compound respiration (generic)","Sulfate and sulfite reduction by electron carriers","anaerobic sulfite reductase subunit C, anaerobic sulfite reductase subunit A, anaerobic sulfite reductase subunit B","Sulfite + 3 NADH + 3 H+ <=> Hydrogen sulfide + 3 NAD+ + 3 H2O","Forward",NA,"K00385, K16950, K16951","R10146","asrC, asrA, asrB","map00920",NA
"Sulfur compound respiration (generic)","Sulfur reduction by electron carriers","CoA-dependent NAD(P)H sulfur oxidoreductase [EC:1.8.1.18]","Hydrogen sulfide + NADP+ <=> Sulfur + NADPH + H+","Reverse","1.8.1.18","K18367","R10438","CoADR","map00920","M00986"
"Sulfur compound respiration (generic)","Sulfur reduction by electron carriers","CoA-dependent NAD(P)H sulfur oxidoreductase [EC:1.8.1.18]","Hydrogen sulfide + NAD+ <=> Sulfur + NADH + H+","Reverse","1.8.1.18","K18367","R10419","CoADR","map00920","M00986"
"Sulfur compound respiration (generic)","Sulfur reduction by electron carriers","sulfur reductase molybdopterin subunit, sulfur reductase FeS subunit, sulfur reductase membrane anchor","Sulfur + Hydrogen <=> Hydrogen sulfide","Forward","1.8.98.A","K17219, K17220, K17221","R1.8.98.A","sreA, sreB, sreC","map00920","M00986"
"Sulfur compound respiration (generic)","Sulfur reduction by electron carriers",NA,"Sulfur + Hydrogen sulfide <=> 2 Polysulfide sulfur + 2 H+","Forward",NA,NA,"R.SA",NA,NA,NA
"Sulfur compound respiration (generic)","Sulfur reduction by electron carriers","sulfhydrogenase subunit alpha [EC:1.12.1.3 1.12.1.5], sulfhydrogenase subunit delta [EC:1.12.1.3 1.12.1.5], sulfhydrogenase subunit gamma (sulfur reductase) [EC:1.12.98.4], sulfhydrogenase subunit beta (sulfur reductase) [EC:1.12.98.4]","Hydrogen + 2 Polysulfide sulfur <=> Hydrogen sulfide + Polysulfide sulfur","Forward","1.12.98.4","K17993, K17994, K17995, K17996","R10390","hydA, hydD, hydG, hydB","map00920",NA
"Sulfur compound respiration (generic)","Sulfur reduction by electron carriers","thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5], polysulfide reductase chain B, polysulfide reductase chain C","Hydrogen + 2 Polysulfide sulfur <=> Hydrogen sulfide + Polysulfide sulfur","Forward","1.12.98.4","K08352, K16293, K16294","R10390","phsA, psrB, psrC","map00920",NA
"Sulfur compound respiration (generic)","Tetrathionate reduction by electron carriers","tetrathionate reductase subunit A, tetrathionate reductase subunit B, tetrathionate reductase subunit C","Tetrathionate + Hydroquinone <=> 2 Thiosulfate + Quinone","Forward","1.8.5.A","K08357, K08358, K08359","R1.8.5.A","ttrA, ttrB, ttrC","map00920",NA
"Sulfur compound respiration (generic)","Tetrathionate reduction by electron carriers","thiosulfate dehydrogenase [EC:1.8.2.2]","2 Thiosulfate + 2 Ferricytochrome c <=> Tetrathionate + 2 Ferrocytochrome c","Reverse","1.8.2.2","K19713","R00029","tsdA","map00920","M00984"
"Sulfur compound respiration (generic)","Thiosulfate reduction by electron carriers","thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5], thiosulfate reductase electron transport protein, thiosulfate reductase cytochrome b subunit","Sulfite + Hydrogen sulfide + Quinone <=> Thiosulfate + Hydroquinone","Reverse","1.8.5.5","K08352, K08353, K08354","R11488","phsA, phsB, phsC","map00920",NA
"Sulfur compound respiration (generic)","Redox balance",NA,"NADPH + NAD+ <=> NADP+ + NADH","Bidirectional",NA,NA,"R00112",NA,NA,NA
"Sulfate respiration (generic) (dissimilatory sulfate reduction)","Sulfate and sulfite reduction by electron carriers","3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]","ATP + Sulfate <=> Diphosphate + Adenylyl sulfate","Forward","2.7.7.4","K13811","R00529","PAPSS","map00920","M00987"
"Sulfate respiration (generic) (dissimilatory sulfate reduction)","Sulfate and sulfite reduction by electron carriers","bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25], sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]","ATP + Sulfate <=> Diphosphate + Adenylyl sulfate","Forward","2.7.7.4","K00955, K00957","R00529","cysNC, cysD","map00920","M00176"
"Sulfate respiration (generic) (dissimilatory sulfate reduction)","Sulfate and sulfite reduction by electron carriers","sulfate adenylyltransferase [EC:2.7.7.4]","ATP + Sulfate <=> Diphosphate + Adenylyl sulfate","Forward","2.7.7.4","K00958","R00529","sat","map00920","M00596"
"Sulfate respiration (generic) (dissimilatory sulfate reduction)","Sulfate and sulfite reduction by electron carriers","sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]","ATP + Sulfate <=> Diphosphate + Adenylyl sulfate","Forward","2.7.7.4","K00956","R00529","cysN","map00920",NA
"Sulfate respiration (generic) (dissimilatory sulfate reduction)","Sulfate and sulfite reduction by electron carriers","adenylylsulfate reductase, subunit A [EC:1.8.99.2], adenylylsulfate reductase, subunit B [EC:1.8.99.2]","AMP + Sulfite + FAD <=> Adenylyl sulfate + FADH2","Reverse","1.8.99.2","K00394, K00395","R08553","aprA, aprB","map00920","M00596"
"Sulfate respiration (generic) (dissimilatory sulfate reduction)","Sulfate and sulfite reduction by electron carriers","adenylylsulfate reductase, subunit A [EC:1.8.99.2], adenylylsulfate reductase, subunit B [EC:1.8.99.2]","Sulfite + NAD+ + AMP <=> Adenylyl sulfate + NADH + H+","Reverse","1.8.99.2.A","K00394, K00395","R1.8.99.2.A","aprA, aprB",NA,NA
"Sulfate respiration (generic) (dissimilatory sulfate reduction)","Sulfate and sulfite reduction by electron carriers","adenylylsulfate reductase, subunit A [EC:1.8.99.2], adenylylsulfate reductase, subunit B [EC:1.8.99.2]","Sulfite + 2 Oxidized ferredoxin + AMP <=> Adenylyl sulfate + 2 Reduced ferredoxin + 2 H+","Reverse","1.8.99.2.B","K00394, K00395","R1.8.99.2.B","aprA, aprB",NA,NA
"Sulfate respiration (generic) (dissimilatory sulfate reduction)","Sulfate and sulfite reduction by electron carriers","dissimilatory sulfite reductase alpha subunit [EC:1.8.1.22], dissimilatory sulfite reductase beta subunit [EC:1.8.1.22]","Protein-trisulfide + NAD+ + 3 H2O <=> Protein dithiol + Sulfite + NADH + H+","Reverse","1.8.1.22","K11180, K11181","R00861","dsrA, dsrB","map00920","M00596"
"Sulfate respiration (generic) (dissimilatory sulfate reduction)","Sulfate and sulfite reduction by electron carriers","[DsrC]-trisulfide reductase subunit M [EC:1.8.5.10], [DsrC]-trisulfide reductase subunit K [EC:1.8.5.10], [DsrC]-trisulfide reductase subunit J, [DsrC]-trisulfide reductase subunit O, [DsrC]-trisulfide reductase subunit P","Hydrogen sulfide + Protein dithiol + 2 NAD+ <=> Protein-trisulfide + 2 NADH + 2 H+","Reverse","1.8.5.10.A","K27187, K27188, K27189, K27190, K27191","R1.8.5.10.A","dsrM, dsrK, dsrJ, dsrO, dsrP","map00920","M00596"
"Sulfate respiration (generic) (dissimilatory sulfate reduction)","Sulfate and sulfite reduction by electron carriers","[DsrC]-trisulfide reductase subunit M [EC:1.8.5.10], [DsrC]-trisulfide reductase subunit K [EC:1.8.5.10], [DsrC]-trisulfide reductase subunit J, [DsrC]-trisulfide reductase subunit O, [DsrC]-trisulfide reductase subunit P","Hydrogen sulfide + Protein dithiol + 4 Oxidized ferredoxin <=> Protein-trisulfide + 4 Reduced ferredoxin + 4 H+","Reverse","1.8.5.10.B","K27187, K27188, K27189, K27190, K27191","R1.8.5.10.B","dsrM, dsrK, dsrJ, dsrO, dsrP","map00920","M00596"
"Sulfate respiration (generic) (dissimilatory sulfate reduction)","Sulfate and sulfite reduction by electron carriers","anaerobic sulfite reductase subunit C, anaerobic sulfite reductase subunit A, anaerobic sulfite reductase subunit B","Sulfite + 3 NADH + 3 H+ <=> Hydrogen sulfide + 3 NAD+ + 3 H2O","Forward",NA,"K00385, K16950, K16951","R10146","asrC, asrA, asrB","map00920",NA
"Sulfate respiration (generic) (dissimilatory sulfate reduction)","Redox balance",NA,"NADPH + NAD+ <=> NADP+ + NADH","Bidirectional",NA,NA,"R00112",NA,NA,NA
"Sulfate respiration of pyruvate (dissimilatory sulfate reduction)","Lactate oxidation","L-lactate dehydrogenase [EC:1.1.1.27]","(S)-Lactate + NAD+ <=> Pyruvate + NADH + H+","Forward","1.1.1.27","K00016","R00703","LDH","map00010, map00620",NA
"Sulfate respiration of pyruvate (dissimilatory sulfate reduction)","Lactate oxidation","D-lactate dehydrogenase","(R)-Lactate + NAD+ <=> Pyruvate + NADH + H+","Forward","1.1.1.28","K18930","R00704","dld","map00620",NA
"Sulfate respiration of pyruvate (dissimilatory sulfate reduction)","Lactate oxidation","D-lactate dehydrogenase (acceptor) [EC:1.1.99.6]","(R)-Lactate + NAD+ <=> Pyruvate + NADH + H+","Forward","1.1.1.28","K21836","R00704","dld","map00620",NA
"Sulfate respiration of pyruvate (dissimilatory sulfate reduction)","Lactate oxidation","D-lactate dehydrogenase (quinone) [EC:1.1.5.12]","(R)-Lactate + NAD+ <=> Pyruvate + NADH + H+","Forward","1.1.1.28","K03777","R00704","dld","map00620",NA
"Sulfate respiration of pyruvate (dissimilatory sulfate reduction)","Lactate oxidation","D-lactate dehydrogenase [EC:1.1.1.28]","(R)-Lactate + NAD+ <=> Pyruvate + NADH + H+","Forward","1.1.1.28","K03778","R00704","ldhA","map00620",NA
"Sulfate respiration of pyruvate (dissimilatory sulfate reduction)","Lactate oxidation","lactate racemase [EC:5.1.2.1]","(S)-Lactate <=> (R)-Lactate","Bidirectional","5.1.2.1","K22373","R01450","larA","map00620",NA
"Sulfate respiration of pyruvate (dissimilatory sulfate reduction)","Lactate oxidation","lactate dehydrogenase (NAD+,ferredoxin) subunit LctD [EC:1.1.1.436], lactate dehydrogenase (NAD+,ferredoxin) subunit LctC, lactate dehydrogenase (NAD+,ferredoxin) subunit LctB","(S)-Lactate + 2 NAD+ + 2 Reduced ferredoxin <=> Pyruvate + 2 NADH + 2 Oxidized ferredoxin","Forward","1.1.1.436","K26113, K26114, K26115","R13050","lctD, lctC, lctB","map00620",NA
"Sulfate respiration of pyruvate (dissimilatory sulfate reduction)","Pyruvate synthesis","pyruvate dehydrogenase E1 component [EC:1.2.4.1]","Pyruvate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine + CO2","Reverse","1.2.4.1","K00163","R01699","aceE",NA,NA
"Sulfate respiration of pyruvate (dissimilatory sulfate reduction)","Pyruvate synthesis","pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1], pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]","Pyruvate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine + CO2","Reverse","1.2.4.1","K00161, K00162","R01699","PDHA, PDHB",NA,NA
"Sulfate respiration of pyruvate (dissimilatory sulfate reduction)","Pyruvate synthesis","acetolactate synthase I/II/III large subunit [EC:2.2.1.6], acetolactate synthase I/III small subunit [EC:2.2.1.6]","Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2","Reverse","1.2.4.1, 2.2.1.6, 4.1.1.1","K01652, K01653","R00014","E2.2.1.6L, E2.2.1.6S","map00010, map00020, map00620",NA
"Sulfate respiration of pyruvate (dissimilatory sulfate reduction)","Pyruvate synthesis","acetolactate synthase II small subunit [EC:2.2.1.6], acetolactate synthase I/II/III large subunit [EC:2.2.1.6]","Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2","Reverse","1.2.4.1, 2.2.1.6, 4.1.1.1","K01652, K11258","R00014","ilvM, E2.2.1.6L","map00010, map00020, map00620",NA
"Sulfate respiration of pyruvate (dissimilatory sulfate reduction)","Pyruvate synthesis","pyruvate decarboxylase [EC:4.1.1.1]","Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2","Reverse","1.2.4.1, 2.2.1.6, 4.1.1.1","K01568","R00014","PDC","map00010, map00020, map00620",NA
"Sulfate respiration of pyruvate (dissimilatory sulfate reduction)","Pyruvate synthesis","pyruvate dehydrogenase E1 component [EC:1.2.4.1]","Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2","Reverse","1.2.4.1, 2.2.1.6, 4.1.1.1","K00163","R00014","aceE","map00010, map00020, map00620",NA
"Sulfate respiration of pyruvate (dissimilatory sulfate reduction)","Pyruvate synthesis","pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1], pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]","Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2","Reverse","1.2.4.1, 2.2.1.6, 4.1.1.1","K00161, K00162","R00014","PDHA, PDHB","map00010, map00020, map00620",NA
"Sulfate respiration of pyruvate (dissimilatory sulfate reduction)","Pyruvate synthesis","pyruvate dehydrogenase E1 component [EC:1.2.4.1]","2-(alpha-Hydroxyethyl)thiamine diphosphate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine + Thiamin diphosphate","Reverse","1.2.4.1","K00163","R03270","aceE","map00010, map00020, map00620",NA
"Sulfate respiration of pyruvate (dissimilatory sulfate reduction)","Pyruvate synthesis","pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1], pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]","2-(alpha-Hydroxyethyl)thiamine diphosphate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine + Thiamin diphosphate","Reverse","1.2.4.1","K00161, K00162","R03270","PDHA, PDHB","map00010, map00020, map00620",NA
"Sulfate respiration of pyruvate (dissimilatory sulfate reduction)","Pyruvate synthesis","pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12]","Acetyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine","Forward","2.3.1.12","K00627","R02569","DLAT","map00010, map00020, map00620",NA
"Sulfate respiration of pyruvate (dissimilatory sulfate reduction)","Pyruvate synthesis","dihydrolipoyl dehydrogenase [EC:1.8.1.4]","Enzyme N6-(dihydrolipoyl)lysine + NAD+ <=> Enzyme N6-(lipoyl)lysine + NADH + H+","Bidirectional","1.8.1.4","K00382","R07618","DLD","map00010, map00020, map00620, map00640",NA
