"Genus","Species","Subspecies","Strain","Status","LPSN_ID","address","Domain","Phylum","Class","Order","Family","Genus"
"Fictibacillus","arsenicus",NA,"Con a/3; DSM 15822; JCM 12167; MTCC 4380","VP; comb. nov.; validly published under the ICNP; correct name",791000,"https://lpsn.dsmz.de/species/fictibacillus-arsenicus","Bacteria","Bacillota","Bacilli","Caryophanales","Bacillaceae","Fictibacillus"
"Fictibacillus","barbaricus",NA,"CCM 4982; DSM 14730; V2-BIII-A2","VP; comb. nov.; validly published under the ICNP; correct name",791001,"https://lpsn.dsmz.de/species/fictibacillus-barbaricus","Bacteria","Bacillota","Bacilli","Caryophanales","Bacillaceae","Fictibacillus"
"Fictibacillus","enclensis",NA,"DSM 25142; NCIM 5458; NIO-1003","VL; sp. nov.; validly published under the ICNP; correct name",791783,"https://lpsn.dsmz.de/species/fictibacillus-enclensis","Bacteria","Bacillota","Bacilli","Caryophanales","Bacillaceae","Fictibacillus"
"Fictibacillus","gelatini",NA,"DSM 15865; LMG 21880","VP; comb. nov.; validly published under the ICNP; correct name",791007,"https://lpsn.dsmz.de/species/fictibacillus-gelatini","Bacteria","Bacillota","Bacilli","Caryophanales","Bacillaceae","Fictibacillus"
"Fictibacillus","halophilus",NA,"AS8; DSM 100124; KCTC 33758; MCC 2765","VP; sp. nov.; validly published under the ICNP; correct name",794191,"https://lpsn.dsmz.de/species/fictibacillus-halophilus","Bacteria","Bacillota","Bacilli","Caryophanales","Bacillaceae","Fictibacillus"
"Fictibacillus","macauensis",NA,"DSM 17262; JCM 13285; ZFHKF-1","VP; comb. nov.; validly published under the ICNP; correct name",791002,"https://lpsn.dsmz.de/species/fictibacillus-macauensis","Bacteria","Bacillota","Bacilli","Caryophanales","Bacillaceae","Fictibacillus"
"Fictibacillus","marinisediminis",NA,"JCM 34437; KCTC 43291; KIGAM418","VL; sp. nov.; validly published under the ICNP; correct name",36227,"https://lpsn.dsmz.de/species/fictibacillus-marinisediminis","Bacteria","Bacillota","Bacilli","Caryophanales","Bacillaceae","Fictibacillus"
"Fictibacillus","nanhaiensis",NA,"DSM 23009; JSM 82006; KCTC 13712","VP; comb. nov.; validly published under the ICNP; correct name",791006,"https://lpsn.dsmz.de/species/fictibacillus-nanhaiensis","Bacteria","Bacillota","Bacilli","Caryophanales","Bacillaceae","Fictibacillus"
"Fictibacillus","phosphorivorans",NA,"Ca7; CCM 8426; DSM 26093; LMG 27063","VP; sp. nov.; validly published under the ICNP; correct name",790999,"https://lpsn.dsmz.de/species/fictibacillus-phosphorivorans","Bacteria","Bacillota","Bacilli","Caryophanales","Bacillaceae","Fictibacillus"
"Fictibacillus","rigui",NA,"DSM 24778; JCM 16348; KCTC 13278; WPCB074","VP; comb. nov.; validly published under the ICNP; correct name",791003,"https://lpsn.dsmz.de/species/fictibacillus-rigui","Bacteria","Bacillota","Bacilli","Caryophanales","Bacillaceae","Fictibacillus"
"Fictibacillus","solisalsi",NA,"CGMCC 1.6854; DSM 25243; JCM 14863; KCTC 13181; YC1","VP; comb. nov.; validly published under the ICNP; correct name",791005,"https://lpsn.dsmz.de/species/fictibacillus-solisalsi","Bacteria","Bacillota","Bacilli","Caryophanales","Bacillaceae","Fictibacillus"
"Fidelibacter","multiformis",NA,"IA91; JCM 39387; KCTC 25736","VP; sp. nov.; validly published under the ICNP; correct name",54625,"https://lpsn.dsmz.de/species/fidelibacter-multiformis","Bacteria","Fidelibacterota","Fidelibacteria","Fidelibacterales","Fidelibacteraceae","Fidelibacter"
"Filifactor","alocis",NA,"ATCC 35896; CCUG 47790; VPI D40B-5","VP; comb. nov.; validly published under the ICNP; correct name",783838,"https://lpsn.dsmz.de/species/filifactor-alocis","Bacteria","Bacillota","Clostridia","Peptostreptococcales","Peptostreptococcaceae","Filifactor"
"Filifactor","villosus",NA,"ATCC 33388; DSM 1645; NCTC 11220; VSB 3349","VP; comb. nov.; validly published under the ICNP; correct name",776204,"https://lpsn.dsmz.de/species/filifactor-villosus","Bacteria","Bacillota","Clostridia","Peptostreptococcales","Peptostreptococcaceae","Filifactor"
"Filimonas","aquilariae",NA,"BCRC 80935; CC-YHH650; JCM 31197","VP; sp. nov.; validly published under the ICNP; correct name",795822,"https://lpsn.dsmz.de/species/filimonas-aquilariae","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Filimonas"
"Filimonas","effusa",NA,"BCRC 81160; KCTC 62871; LMG 31017; TTM-71","VP; sp. nov.; validly published under the ICNP; correct name",5391,"https://lpsn.dsmz.de/species/filimonas-effusa","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Filimonas"
"Filimonas","endophytica",NA,"JCM 19844; KCTC 42060; SR 2-06","VP; sp. nov.; validly published under the ICNP; correct name",793633,"https://lpsn.dsmz.de/species/filimonas-endophytica","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Filimonas"
"Filimonas","lacunae",NA,"DSM 21054; NBRC 104114; YT0021","VP; sp. nov.; validly published under the ICNP; correct name",787847,"https://lpsn.dsmz.de/species/filimonas-lacunae","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Filimonas"
"Filimonas","zeae",NA,"772; CGMCC 1.15290; DSM 100760","VP; sp. nov.; validly published under the ICNP; correct name",794293,"https://lpsn.dsmz.de/species/filimonas-zeae","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Filimonas"
"Filobacillus","milosensis",NA,"ATCC 700960; CIP 107088; DSM 13259; JCM 12288; SH 714","VP; sp. nov.; validly published under the ICNP; correct name",776205,"https://lpsn.dsmz.de/species/filobacillus-milosensis","Bacteria","Bacillota","Bacilli","Caryophanales","Bacillaceae","Filobacillus"
"Filobacterium","rodentium",NA,"DSM 100392; JCM 19453; SMR-C","VP; sp. nov.; validly published under the ICNP; correct name",793742,"https://lpsn.dsmz.de/species/filobacterium-rodentium","Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Filobacteriaceae","Filobacterium"
"Filomicrobium","fusiforme",NA,"ATCC 35158; DSM 5304; IFAM 1315","VL; sp. nov.; validly published under the ICNP; correct name",776211,"https://lpsn.dsmz.de/species/filomicrobium-fusiforme","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Filomicrobium"
"Filomicrobium","insigne",NA,"CGMCC 1.6497; LMG 23927; SLG5B-19","VP; sp. nov.; validly published under the ICNP; correct name",787710,"https://lpsn.dsmz.de/species/filomicrobium-insigne","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Filomicrobium"
"Fimbriiglobus","ruber",NA,"LMG 29572; SP 5; VKM B-3045","VP; sp. nov.; validly published under the ICNP; correct name",795093,"https://lpsn.dsmz.de/species/fimbriiglobus-ruber","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","Fimbriiglobus"
"Fimbriimonas","ginsengisoli",NA,"Gsoil 348; JCM 17079; KACC 14959","VL; sp. nov.; validly published under the ICNP; correct name",790021,"https://lpsn.dsmz.de/species/fimbriimonas-ginsengisoli","Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Fimbriimonas"
"Finegoldia","magna",NA,"ATCC 15794; CCUG 17636; DSM 20470; GIFU 7629; NCTC 11804","VL; comb. nov.; validly published under the ICNP; correct name",776212,"https://lpsn.dsmz.de/species/finegoldia-magna","Bacteria","Bacillota","Clostridia","Tissierellales","Peptoniphilaceae","Finegoldia"
"Flagellatimonas","centrodinii",NA,"GDMCC 1.2523; KCTC 82469; R2A-3","VP; sp. nov.; validly published under the ICNP; correct name",23068,"https://lpsn.dsmz.de/species/flagellatimonas-centrodinii","Bacteria","Pseudomonadota","Gammaproteobacteria","Nevskiales","Nevskiaceae","Flagellatimonas"
"Flagellimonas","abyssi",NA,"KCTC 82315; MCCC 1K05111; W52","VP; comb. nov.; validly published under the ICNP; correct name",45091,"https://lpsn.dsmz.de/species/flagellimonas-abyssi","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","aequoris",NA,"KCTC 62228; MCCC 1K03449; NH166","VP; comb. nov.; validly published under the ICNP; correct name",45056,"https://lpsn.dsmz.de/species/flagellimonas-aequoris","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","algicola",NA,"AsT0115; JCM 32942; KACC 19790","VL; sp. nov.; validly published under the ICNP; correct name",3426,"https://lpsn.dsmz.de/species/flagellimonas-algicola","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","allohymeniacidonis",NA,"176CP4-71; KACC 19889; LMG 31033","VP; nom. nov.; validly published under the ICNP; correct name",45069,"https://lpsn.dsmz.de/species/flagellimonas-allohymeniacidonis","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","alvinocaridis",NA,"JCM 33425; MCCC 1K0373; MCCC 1K03731; SCR12","VP; comb. nov.; validly published under the ICNP; correct name",45070,"https://lpsn.dsmz.de/species/flagellimonas-alvinocaridis","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","amoyensis",NA,"GCL 11; KCTC 52432; MCCC 1A11649","VP; comb. nov.; validly published under the ICNP; correct name",45071,"https://lpsn.dsmz.de/species/flagellimonas-amoyensis","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","amphidinii",NA,"CICC 24871; KCTC 72948; LMIT004","VP; comb. nov.; validly published under the ICNP; correct name",45072,"https://lpsn.dsmz.de/species/flagellimonas-amphidinii","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","aquimarina",NA,"ECD12; JCM 32292; KCTC 52351","VP; sp. nov.; validly published under the ICNP; correct name",797886,"https://lpsn.dsmz.de/species/flagellimonas-aquimarina","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","aurea",NA,"BC31-1-A7; KCTC 82569; MCCC M23246","VP; comb. nov.; validly published under the ICNP; correct name",45057,"https://lpsn.dsmz.de/species/flagellimonas-aurea","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","baculiformis",NA,"D6; KCTC 92604; MCCC M28982","VP; sp. nov.; validly published under the ICNP; correct name",46822,"https://lpsn.dsmz.de/species/flagellimonas-baculiformis","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","beolgyonensis",NA,"BB-My12; CCUG 60800; KCTC 23501","VP; comb. nov.; validly published under the ICNP; correct name",45058,"https://lpsn.dsmz.de/species/flagellimonas-beolgyonensis","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","chongwuensis",NA,"H ICW; JCM 33643; MCCC 1K03769","VP; comb. nov.; validly published under the ICNP; correct name",45059,"https://lpsn.dsmz.de/species/flagellimonas-chongwuensis","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","crocea",NA,"DH64; KCTC 92975; MCCC M28986","VP; sp. nov.; validly published under the ICNP; correct name",46823,"https://lpsn.dsmz.de/species/flagellimonas-crocea","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","eckloniae",NA,"DOKDO 7; JCM 13831; KCCM 42307; KCTC 22266","VP; sp. nov.; validly published under the ICNP; correct name",786310,"https://lpsn.dsmz.de/species/flagellimonas-eckloniae","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","flava",NA,"A11; DSM 22638; KCTC 22665","VP; comb. nov.; validly published under the ICNP; correct name",798662,"https://lpsn.dsmz.de/species/flagellimonas-flava","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","flavescens",NA,"JCM 11812; KCCM 41645; SW-62","VP; comb. nov.; validly published under the ICNP; correct name",45060,"https://lpsn.dsmz.de/species/flagellimonas-flavescens","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","hadalis",NA,"DSM 109894; MCCC 1K04201; MT-229","VP; comb. nov.; validly published under the ICNP; correct name",45074,"https://lpsn.dsmz.de/species/flagellimonas-hadalis","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","halotolerans",NA,"GDMCC 1.3806; KCTC 102040; SYSU M86414","VP; sp. nov.; validly published under the ICNP; correct name",48595,"https://lpsn.dsmz.de/species/flagellimonas-halotolerans","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","hymeniacidonis",NA,"176CP5-101; KACC 19892; LMG 31316","VL; sp. nov.; validly published under the ICNP; correct name",28836,"https://lpsn.dsmz.de/species/flagellimonas-hymeniacidonis","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","indica",NA,"3PC125-7; KCTC 52318; MCCC 1A03198","VP; comb. nov.; validly published under the ICNP; correct name",45075,"https://lpsn.dsmz.de/species/flagellimonas-indica","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","iocasae",NA,"CCTCC AB 2017193; KCTC 62196; L2","VP; comb. nov.; validly published under the ICNP; correct name",45061,"https://lpsn.dsmz.de/species/flagellimonas-iocasae","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","lutaonensis",NA,"BCRC 17850; CC-HSB-11; KCTC 22339","VP; comb. nov.; validly published under the ICNP; correct name",45062,"https://lpsn.dsmz.de/species/flagellimonas-lutaonensis","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","lutimaris",NA,"CCUG 55324; KCTC 22173; SMK-108","VP; comb. nov.; validly published under the ICNP; correct name",45076,"https://lpsn.dsmz.de/species/flagellimonas-lutimaris","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","marina",NA,"CGMCC 1.15774; H19-56; JCM 31456; KCTC 52374; MCCC 1K03196","VP; comb. nov.; validly published under the ICNP; correct name",45063,"https://lpsn.dsmz.de/species/flagellimonas-marina","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","marinaquae",NA,"JCM 11811; KCCM 41646; SW-63","VP; nom. nov.; validly published under the ICNP; correct name",45064,"https://lpsn.dsmz.de/species/flagellimonas-marinaquae","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","maritima",NA,"CECT 8418; HME9304; KACC 17618; KCTC 32464","VP; sp. nov.; validly published under the ICNP; correct name",5552,"https://lpsn.dsmz.de/species/flagellimonas-maritima","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","meishanensis",NA,"KCTC 82915; MCCC 1K06394; NBU2970","VP; comb. nov.; validly published under the ICNP; correct name",45065,"https://lpsn.dsmz.de/species/flagellimonas-meishanensis","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","meridianipacifica",NA,"DSM 25027; JCM 17861; LMG 26637; sw027","VP; nom. nov.; validly published under the ICNP; correct name",45066,"https://lpsn.dsmz.de/species/flagellimonas-meridianipacifica","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","myxillae",NA,"2012CJ39-3; KACC 22644; LMG 32582","VP; comb. nov.; validly published under the ICNP; correct name",45067,"https://lpsn.dsmz.de/species/flagellimonas-myxillae","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","nanhaiensis",NA,"KCTC 62797; MCCC 1K03557; SM1704","VP; comb. nov.; validly published under the ICNP; correct name",45077,"https://lpsn.dsmz.de/species/flagellimonas-nanhaiensis","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","oceanensis",NA,"40DY170; KCTC 72200; MCCC 1K03569","VP; comb. nov.; validly published under the ICNP; correct name",45068,"https://lpsn.dsmz.de/species/flagellimonas-oceanensis","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","oceani",NA,"501str8; JCM 33902; MCCC 1K04567","VP; comb. nov.; validly published under the ICNP; correct name",45078,"https://lpsn.dsmz.de/species/flagellimonas-oceani","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","ochracea",NA,"JCM 33817; JGD-17; KACC 21486; KCTC 72732","VP; comb. nov.; validly published under the ICNP; correct name",45079,"https://lpsn.dsmz.de/species/flagellimonas-ochracea","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","okinawensis",NA,"81s02; KCTC 92889; MCCC 1K08502","VP; comb. nov.; validly published under the ICNP; correct name",45080,"https://lpsn.dsmz.de/species/flagellimonas-okinawensis","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","olearia",NA,"CL-SS4; JCM 15563; KCCM 90075","VP; comb. nov.; validly published under the ICNP; correct name",45081,"https://lpsn.dsmz.de/species/flagellimonas-olearia","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","onchidii",NA,"KCTC 72218; MCCC 1K03658; XY-359","VP; comb. nov.; validly published under the ICNP; correct name",45082,"https://lpsn.dsmz.de/species/flagellimonas-onchidii","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","pacifica",NA,"DSM 24885; DSM 25885; JCM 18379; KCTC 52762; LMG 26997; SW169","VP; comb. nov.; validly published under the ICNP; correct name",798728,"https://lpsn.dsmz.de/species/flagellimonas-pacifica","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","pelagia",NA,"72; KCTC 62229; MCCC 1K03350","VP; nom. nov.; validly published under the ICNP; correct name",45083,"https://lpsn.dsmz.de/species/flagellimonas-pelagia","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","profundi",NA,"BC31-3-A3; KCTC 82302; MCCC M23216","VP; comb. nov.; validly published under the ICNP; correct name",45084,"https://lpsn.dsmz.de/species/flagellimonas-profundi","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","ruestringensis",NA,"B 1; DSM 13258; LMG 19739","VP; comb. nov.; validly published under the ICNP; correct name",45085,"https://lpsn.dsmz.de/species/flagellimonas-ruestringensis","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","sediminis",NA,"40Bstr401; KCTC 82139; MCCC 1K04568","VP; comb. nov.; validly published under the ICNP; correct name",45086,"https://lpsn.dsmz.de/species/flagellimonas-sediminis","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","spongiicola",NA,"2012CJ35-5; KACC 22643; LMG 32584","VP; comb. nov.; validly published under the ICNP; correct name",45087,"https://lpsn.dsmz.de/species/flagellimonas-spongiicola","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","taeanensis",NA,"105; JCM 17757; KACC 16195","VP; comb. nov.; validly published under the ICNP; correct name",45088,"https://lpsn.dsmz.de/species/flagellimonas-taeanensis","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","yonaguniensis",NA,"334s03; KCTC 92890; MCCC 1K08503","VP; comb. nov.; validly published under the ICNP; correct name",45089,"https://lpsn.dsmz.de/species/flagellimonas-yonaguniensis","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flagellimonas","zhangzhouensis",NA,"12C25; CGMCC 1.11028; DSM 25030; MCCC 1F01096","VP; comb. nov.; validly published under the ICNP; correct name",45090,"https://lpsn.dsmz.de/species/flagellimonas-zhangzhouensis","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
"Flammeovirga","agarivorans",NA,"KCTC 82075; MCCC 1A17137; SR4","VP; sp. nov.; validly published under the ICNP; correct name",14585,"https://lpsn.dsmz.de/species/flammeovirga-agarivorans","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Flammeovirgaceae","Flammeovirga"
"Flammeovirga","aprica",NA,"ATCC 23126; CIP 104807; IFO 15941; JL-4; JL-4 Lewin; NBRC 15941","VP; comb. nov.; validly published under the ICNP; correct name",776214,"https://lpsn.dsmz.de/species/flammeovirga-aprica","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Flammeovirgaceae","Flammeovirga"
"Flammeovirga","arenaria",NA,"CIP 109101; DSM 28230; IFO 15982; JCM 21777; NBRC 15982","VP; sp. nov., nom. rev.; validly published under the ICNP; correct name",785441,"https://lpsn.dsmz.de/species/flammeovirga-arenaria","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Flammeovirgaceae","Flammeovirga"
"Flammeovirga","kamogawensis",NA,"DSM 26273; IAM 15451; JCM 23196; NCIMB 14281; YS10","VP; sp. nov.; validly published under the ICNP; correct name",786404,"https://lpsn.dsmz.de/species/flammeovirga-kamogawensis","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Flammeovirgaceae","Flammeovirga"
"Flammeovirga","pacifica",NA,"CCTCC AB 2010364; DSM 24597; LMG 26175; MCCC 1A06425; WPAGA1","VP; sp. nov.; validly published under the ICNP; correct name",789842,"https://lpsn.dsmz.de/species/flammeovirga-pacifica","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Flammeovirgaceae","Flammeovirga"
"Flammeovirga","pectinis",NA,"JCM 33169; KCTC 62750; L12M1","VP; sp. nov.; validly published under the ICNP; correct name",5644,"https://lpsn.dsmz.de/species/flammeovirga-pectinis","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Flammeovirgaceae","Flammeovirga"
"Flammeovirga","yaeyamensis",NA,"CIP 109099; DSM 25626; IR25-3; NBRC 100898","VP; sp. nov.; validly published under the ICNP; correct name",785442,"https://lpsn.dsmz.de/species/flammeovirga-yaeyamensis","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Flammeovirgaceae","Flammeovirga"
"Flaviaestuariibacter","amylovorans",NA,"GCR0105; JCM 17919; KACC 16454","VP; sp. nov.; validly published under the ICNP; correct name",29692,"https://lpsn.dsmz.de/species/flaviaestuariibacter-amylovorans","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Flaviaestuariibacter"
"Flaviaestuariibacter","luteus",NA,"AW305; DSM 100282; LMG 29416","VP; sp. nov.; validly published under the ICNP; correct name",29694,"https://lpsn.dsmz.de/species/flaviaestuariibacter-luteus","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Flaviaestuariibacter"
"Flaviaestuariibacter","terrae",NA,"HY03; JCM 31723; KCTC 52511","VP; sp. nov.; validly published under the ICNP; correct name",29693,"https://lpsn.dsmz.de/species/flaviaestuariibacter-terrae","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Flaviaestuariibacter"
"Flavicella","marina",NA,"2A-7; KCTC 42197; NBRC 110145","VP; sp. nov.; validly published under the ICNP; correct name",792610,"https://lpsn.dsmz.de/species/flavicella-marina","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavicella"
"Flavicella","sediminum",NA,"ALS 84; KCTC 62398; MCCC 1K03480","VP; sp. nov.; validly published under the ICNP; correct name",5774,"https://lpsn.dsmz.de/species/flavicella-sediminum","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavicella"
"Flaviflagellibacter","deserti",NA,"CGMCC 1.16444; NBRC 112958; SYSU D60017","VL; sp. nov.; validly published under the ICNP; correct name",5284,"https://lpsn.dsmz.de/species/flaviflagellibacter-deserti","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","HyphomicrobialesNoFamily","Flaviflagellibacter"
"Flaviflexus","ciconiae",NA,"H23T48; JCM 33282; KCTC 49253","VP; sp. nov.; validly published under the ICNP; correct name",12780,"https://lpsn.dsmz.de/species/flaviflexus-ciconiae","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Flaviflexus"
"Flaviflexus","huanghaiensis",NA,"CICC 10486; DSM 24315; H5","VP; sp. nov.; validly published under the ICNP; correct name",790713,"https://lpsn.dsmz.de/species/flaviflexus-huanghaiensis","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Flaviflexus"
"Flaviflexus","salsibiostraticola",NA,"EBR4-1-2; JCM 19016; KCTC 33148","VP; sp. nov.; validly published under the ICNP; correct name",792113,"https://lpsn.dsmz.de/species/flaviflexus-salsibiostraticola","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Flaviflexus"
"Flavihumibacter","cheonanensis",NA,"JCM 19322; KACC 17467; WS16","VP; sp. nov.; validly published under the ICNP; correct name",792117,"https://lpsn.dsmz.de/species/flavihumibacter-cheonanensis","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Flavihumibacter"
"Flavihumibacter","fluminis",NA,"GDMCC 1.2775; JCM 34870; RY-1","VP; sp. nov.; validly published under the ICNP; correct name",36057,"https://lpsn.dsmz.de/species/flavihumibacter-fluminis","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Flavihumibacter"
"Flavihumibacter","fluvii",NA,"IMCC 34837; KACC 21752; NBRC 115292","VL; sp. nov.; validly published under the ICNP; correct name",21268,"https://lpsn.dsmz.de/species/flavihumibacter-fluvii","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Flavihumibacter"
"Flavihumibacter","petaseus",NA,"CGMCC 1.7723; NBRC 106054; T41","VP; sp. nov.; validly published under the ICNP; correct name",788639,"https://lpsn.dsmz.de/species/flavihumibacter-petaseus","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Flavihumibacter"
"Flavihumibacter","profundi",NA,"CCTCC AB 2018060; Chu64-6-1; KCTC 62290","VL; sp. nov.; validly published under the ICNP; correct name",18924,"https://lpsn.dsmz.de/species/flavihumibacter-profundi","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Flavihumibacter"
