"Genus","Species","Subspecies","Strain","Status","LPSN_ID","address"
"Microcystis","pulchra",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","55643","https://lpsn.dsmz.de/species/microcystis-pulchra"
"Microcystis","pulverea","elongata",NA,"Form; new form; validly published under the ICN (Botanical Code); correct name","50468","https://lpsn.dsmz.de/form/microcystis-pulverea-elongata"
"Microcystis","pulverea","minor",NA,"Form; new form; validly published under the ICN (Botanical Code); correct name","50271","https://lpsn.dsmz.de/form/microcystis-pulverea-minor"
"Microcystis","pulverea","racemiformis",NA,"Form; new form; validly published under the ICN (Botanical Code); correct name","56631","https://lpsn.dsmz.de/form/microcystis-pulverea-racemiformis"
"Microcystis","punctata",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","43383","https://lpsn.dsmz.de/species/microcystis-punctata"
"Microcystis","ramosa",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","44014","https://lpsn.dsmz.de/species/microcystis-ramosa"
"Microcystis","richteriana",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","27891","https://lpsn.dsmz.de/species/microcystis-richteriana"
"Microcystis","robusta",NA,"Sample No. 1","Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","49882","https://lpsn.dsmz.de/species/microcystis-robusta"
"Microcystis","rosea",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","46461","https://lpsn.dsmz.de/species/microcystis-rosea"
"Microcystis","roseopersicina",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","33661","https://lpsn.dsmz.de/species/microcystis-roseopersicina"
"Microcystis","rubescens",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","55654","https://lpsn.dsmz.de/species/microcystis-rubescens"
"Microcystis","rupestris",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","55661","https://lpsn.dsmz.de/species/microcystis-rupestris"
"Microcystis","salinarum",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","27892","https://lpsn.dsmz.de/species/microcystis-salinarum"
"Microcystis","sanguinea",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","55658","https://lpsn.dsmz.de/species/microcystis-sanguinea"
"Microcystis","scripta",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","47277","https://lpsn.dsmz.de/species/microcystis-scripta"
"Microcystis","smithii",NA,"Figure 2:9","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","6978","https://lpsn.dsmz.de/species/microcystis-smithii"
"Microcystis","splendens",NA,"2179C","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","34978","https://lpsn.dsmz.de/species/microcystis-splendens"
"Microcystis","stagnalis","pulchra","Figure 1","Variety; new variety; validly published under the ICN (Botanical Code); correct name","54968","https://lpsn.dsmz.de/variety/microcystis-stagnalis-pulchra"
"Microcystis","stagnalis","rosea",NA,"Variety; new variety; validly published under the ICN (Botanical Code); correct name","56141","https://lpsn.dsmz.de/variety/microcystis-stagnalis-rosea"
"Microcystis","supersalsa",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","51384","https://lpsn.dsmz.de/species/microcystis-supersalsa"
"Microcystis","testacea",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","49537","https://lpsn.dsmz.de/species/microcystis-testacea"
"Microcystis","thermalis",NA,"632","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","42515","https://lpsn.dsmz.de/species/microcystis-thermalis"
"Microcystis","toxica",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","50993","https://lpsn.dsmz.de/species/microcystis-toxica"
"Microcystis","umbrina",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","55662","https://lpsn.dsmz.de/species/microcystis-umbrina"
"Microcystis","violacea",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","55611","https://lpsn.dsmz.de/species/microcystis-violacea"
"Microcystis","viridis",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","6781","https://lpsn.dsmz.de/species/microcystis-viridis"
"Microcystis","wesenbergii",NA,"Komarek 1958","Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","6784","https://lpsn.dsmz.de/species/microcystis-wesenbergii"
"Microcystis","zanardinii",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","27893","https://lpsn.dsmz.de/species/microcystis-zanardinii"
"Palaeomicrocystis","cambrica",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","66107","https://lpsn.dsmz.de/species/palaeomicrocystis-cambrica"
"Pannus","brasiliensis",NA,"CCIBt 3594; SP427.915","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","37429","https://lpsn.dsmz.de/species/pannus-brasiliensis"
"Pannus","planus",NA,"Figure 5","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","29797","https://lpsn.dsmz.de/species/pannus-planus"
"Pannus","spumosus",NA,"Figure 10","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","6605","https://lpsn.dsmz.de/species/pannus-spumosus"
"Pilgeria","brasiliensis",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","18702","https://lpsn.dsmz.de/species/pilgeria-brasiliensis"
"Planktocyanocapsa","stagnalis",NA,"Figure 3,5,6","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","7122","https://lpsn.dsmz.de/species/planktocyanocapsa-stagnalis"
"Prochloron","didemni",NA,"BM; no pure cultures have been maintained for more than two or three transfers","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","56407","https://lpsn.dsmz.de/species/prochloron-didemni"
"Pseudoholopedia","convoluta","subsalina",NA,"Variety; new variety; validly published under the ICN (Botanical Code); correct name","48890","https://lpsn.dsmz.de/variety/pseudoholopedia-convoluta-subsalina"
"Pseudoncobyrsa","lacustris",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","8137","https://lpsn.dsmz.de/species/pseudoncobyrsa-lacustris"
"Radiocystis","aphanothecoidea",NA,"Figure 8-14","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","39111","https://lpsn.dsmz.de/species/radiocystis-aphanothecoidea"
"Radiocystis","elongata",NA,"Figure 15-18","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","39132","https://lpsn.dsmz.de/species/radiocystis-elongata"
"Radiocystis","geminata",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","8084","https://lpsn.dsmz.de/species/radiocystis-geminata"
"Radiocystis","magadzae",NA,"Figure 5","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","29405","https://lpsn.dsmz.de/species/radiocystis-magadzae"
"Rhyniococcus","uniformis",NA,"FSC 2235","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","37949","https://lpsn.dsmz.de/species/rhyniococcus-uniformis"
"Rippkaea","orientalis",NA,"CBFS A-17-1; PCC 8801","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","6551","https://lpsn.dsmz.de/species/rippkaea-orientalis"
"Rubidibacter","lacunae",NA,"KCTC 40015; KORDI 51-2; UTEX L2944","Species; sp. nov.; validly published under the ICNP; correct name","787664","https://lpsn.dsmz.de/species/rubidibacter-lacunae"
"Siphonosphaera","pannonica",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","8008","https://lpsn.dsmz.de/species/siphonosphaera-pannonica"
"Snowella","arachnoidea",NA,"Figure 5:2","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","31501","https://lpsn.dsmz.de/species/snowella-arachnoidea"
"Snowella","atomus",NA,"Figure 4:1","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","31503","https://lpsn.dsmz.de/species/snowella-atomus"
"Snowella","fennica",NA,"Figure 6:2","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","21610","https://lpsn.dsmz.de/species/snowella-fennica"
"Snowella","lacustris",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","31463","https://lpsn.dsmz.de/species/snowella-lacustris"
"Snowella","litoralis",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","6826","https://lpsn.dsmz.de/species/snowella-litoralis"
"Snowella","rosea",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","8052","https://lpsn.dsmz.de/species/snowella-rosea"
"Snowella","septentrionalis",NA,"Figure 4:3","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","31497","https://lpsn.dsmz.de/species/snowella-septentrionalis"
"Sorospora","grumosa",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","3739","https://lpsn.dsmz.de/species/sorospora-grumosa"
"Sorospora","montana",NA,"G2.3","Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","18601","https://lpsn.dsmz.de/species/sorospora-montana"
"Sorospora","ralfsii",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","54788","https://lpsn.dsmz.de/species/sorospora-ralfsii"
"Spelaeotes","anchialus",NA,"TAU A01015","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","69159","https://lpsn.dsmz.de/species/spelaeotes-anchialus"
"Sphaerocavum","brasiliense",NA,"SP 336724; SPC 484","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","6558","https://lpsn.dsmz.de/species/sphaerocavum-brasiliense"
"Sphaerocavum","leloupii",NA,"Figure 1:5","Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","15568","https://lpsn.dsmz.de/species/sphaerocavum-leloupii"
"Sphaerocavum","microcystiforme",NA,"Figure 4","Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","27978","https://lpsn.dsmz.de/species/sphaerocavum-microcystiforme"
"Sphinctosiphon","polymorphus",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","18107","https://lpsn.dsmz.de/species/sphinctosiphon-polymorphus"
"Synechocystis","aquatilis","koliana",NA,"Form; new form; validly published under the ICN (Botanical Code); correct name","55848","https://lpsn.dsmz.de/form/synechocystis-aquatilis-koliana"
"Synechocystis","aquatilis","major","Figure 1-2","Variety; new variety; validly published under the ICN (Botanical Code); correct name","56117","https://lpsn.dsmz.de/variety/synechocystis-aquatilis-major"
"Synechocystis","aquatilis","minor",NA,"Variety; new variety; validly published under the ICN (Botanical Code); correct name","52265","https://lpsn.dsmz.de/variety/synechocystis-aquatilis-minor"
"Synechocystis","bourrellyi",NA,NA,"Species; nom. nov.; validly published under the ICN (Botanical Code); correct name","51333","https://lpsn.dsmz.de/species/synechocystis-bourrellyi"
"Synechocystis","consortia",NA,"Figure 5,6","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","52586","https://lpsn.dsmz.de/species/synechocystis-consortia"
"Synechocystis","crassa",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","46311","https://lpsn.dsmz.de/species/synechocystis-crassa"
"Synechocystis","didemni","rosea","no figure","Variety; new variety; validly published under the ICN (Botanical Code); correct name","48855","https://lpsn.dsmz.de/variety/synechocystis-didemni-rosea"
"Synechocystis","diplococcus",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","27832","https://lpsn.dsmz.de/species/synechocystis-diplococcus"
"Synechocystis","fuscopigmentosa",NA,"Figure 10g","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","35267","https://lpsn.dsmz.de/species/synechocystis-fuscopigmentosa"
"Synechocystis","limnetica",NA,"in Inst. Limnologiae, Sect, Sibir. Acad. sci. URSS (p.Listvjanka prope lacum Baikal) conservatur","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","43900","https://lpsn.dsmz.de/species/synechocystis-limnetica"
"Synechocystis","maior",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","27617","https://lpsn.dsmz.de/species/synechocystis-maior"
"Synechocystis","minuscula",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","46374","https://lpsn.dsmz.de/species/synechocystis-minuscula"
"Synechocystis","pevalekii",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","7110","https://lpsn.dsmz.de/species/synechocystis-pevalekii"
"Synechocystis","planctonica",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","44008","https://lpsn.dsmz.de/species/synechocystis-planctonica"
"Synechocystis","primigenia",NA,"NY 958 b","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","32363","https://lpsn.dsmz.de/species/synechocystis-primigenia"
"Synechocystis","raspaigellae",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","43824","https://lpsn.dsmz.de/species/synechocystis-raspaigellae"
"Synechocystis","salina",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","4755","https://lpsn.dsmz.de/species/synechocystis-salina"
"Synechocystis","sallensis","indica","H. S. 9","Form; new form; validly published under the ICN (Botanical Code); correct name","52915","https://lpsn.dsmz.de/form/synechocystis-sallensis-indica"
"Synechocystis","septentrionalis",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","43154","https://lpsn.dsmz.de/species/synechocystis-septentrionalis"
"Synechocystis","spirogyrae",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","49654","https://lpsn.dsmz.de/species/synechocystis-spirogyrae"
"Synechocystis","thermalis",NA,"193","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","34427","https://lpsn.dsmz.de/species/synechocystis-thermalis"
"Synechocystis","trididemni",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","6835","https://lpsn.dsmz.de/species/synechocystis-trididemni"
"Synechocystis","willei",NA,"NY 1329 b","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","32364","https://lpsn.dsmz.de/species/synechocystis-willei"
"Thaumaleocystis","deusta",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","18653","https://lpsn.dsmz.de/species/thaumaleocystis-deusta"
"Uranovia","granosa",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","39663","https://lpsn.dsmz.de/species/uranovia-granosa"
"Uranovia","multa",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","39863","https://lpsn.dsmz.de/species/uranovia-multa"
"Woronichinia","botrys",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","31460","https://lpsn.dsmz.de/species/woronichinia-botrys"
"Woronichinia","compacta",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","31473","https://lpsn.dsmz.de/species/woronichinia-compacta"
"Woronichinia","delicatula",NA,"Figure 7-9 in Table IV","Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","31452","https://lpsn.dsmz.de/species/woronichinia-delicatula"
"Woronichinia","elorantae",NA,"Figure 5f,g","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","21703","https://lpsn.dsmz.de/species/woronichinia-elorantae"
"Woronichinia","fremyi",NA,"figúra nostra 6 oeus Mciassmusln piancto periphytoneque stagnis parvis prope Bayamo, Provinz Granma, Cuba","Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","31458","https://lpsn.dsmz.de/species/woronichinia-fremyi"
"Woronichinia","fusca",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","31466","https://lpsn.dsmz.de/species/woronichinia-fusca"
"Woronichinia","hungarica",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","51628","https://lpsn.dsmz.de/species/woronichinia-hungarica"
"Woronichinia","karelica",NA,"Figure 7b-d","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","21706","https://lpsn.dsmz.de/species/woronichinia-karelica"
"Woronichinia","klingiae",NA,"Figure 6b-d","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","22429","https://lpsn.dsmz.de/species/woronichinia-klingiae"
"Woronichinia","kuseliae",NA,"figura nostra (Plate) 2: 7-10; Figure 7-10 in Plate 2","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","39956","https://lpsn.dsmz.de/species/woronichinia-kuseliae"
"Woronichinia","naegeliana",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","6856","https://lpsn.dsmz.de/species/woronichinia-naegeliana"
"Woronichinia","robusta",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","31464","https://lpsn.dsmz.de/species/woronichinia-robusta"
"Woronichinia","ruzickae",NA,"Tab. 9: 2-3 in KOMÁREK 1958","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","31495","https://lpsn.dsmz.de/species/woronichinia-ruzickae"
"Woronichinia","tenera",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","31465","https://lpsn.dsmz.de/species/woronichinia-tenera"
"Zehria","floridana",NA,"CBFS A-100-1; WH8904","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","6637","https://lpsn.dsmz.de/species/zehria-floridana"
"Skujapelta","nuda",NA,"Algotheca of Indiana University B64; Glaucocystis nostochinearum Itz","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","7125","https://lpsn.dsmz.de/species/skujapelta-nuda"
"Stichosiphon","exiguus",NA,"FCME PA3490","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","39029","https://lpsn.dsmz.de/species/stichosiphon-exiguus"
"Stichosiphon","filamentosus",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","44092","https://lpsn.dsmz.de/species/stichosiphon-filamentosus"
"Stichosiphon","gardneri",NA,"Figure 14b","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","31484","https://lpsn.dsmz.de/species/stichosiphon-gardneri"
"Stichosiphon","hansgirgii",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","44093","https://lpsn.dsmz.de/species/stichosiphon-hansgirgii"
"Stichosiphon","himalayensis",NA,"TB136:I","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","51538","https://lpsn.dsmz.de/species/stichosiphon-himalayensis"
"Stichosiphon","indicus",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","37951","https://lpsn.dsmz.de/species/stichosiphon-indicus"
"Stichosiphon","longus",NA,"LE 698-Valday; S. V. Smirnova. Sample no. 698-Valday","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","37419","https://lpsn.dsmz.de/species/stichosiphon-longus"
"Stichosiphon","mangle",NA,"SP 238951","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","39164","https://lpsn.dsmz.de/species/stichosiphon-mangle"
"Stichosiphon","pseudopolymorphus",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","31454","https://lpsn.dsmz.de/species/stichosiphon-pseudopolymorphus"
"Stichosiphon","regularis",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","8054","https://lpsn.dsmz.de/species/stichosiphon-regularis"
"Stichosiphon","sansibaricus","marinus","LG Hoffmann 1870/6","Variety; new variety; validly published under the ICN (Botanical Code); correct name","32927","https://lpsn.dsmz.de/variety/stichosiphon-sansibaricus-marinus"
"Stichosiphon","skujae",NA,"Taf. I. Fig. 13-17 in SKUJA (1949) (sec. Fig. nostra 3c)","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","39030","https://lpsn.dsmz.de/species/stichosiphon-skujae"
"Stichosiphon","subarcticus",NA,"LE 78-White Sea; Slide 78-White Sea; slide No. 78-White Sea","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","37399","https://lpsn.dsmz.de/species/stichosiphon-subarcticus"
"Stichosiphon","tener",NA,"26; LE 549-Valday; N57 59R32.9S; No. 549-Valday","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","37418","https://lpsn.dsmz.de/species/stichosiphon-tener"
"Stichosiphon","willei",NA,"119 b","Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","27616","https://lpsn.dsmz.de/species/stichosiphon-willei"
"Abruptophycus","colonialis",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","47667","https://lpsn.dsmz.de/species/abruptophycus-colonialis"
"Abruptophycus","compositus",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","47372","https://lpsn.dsmz.de/species/abruptophycus-compositus"
"Bursiphycus","bullatus",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","47378","https://lpsn.dsmz.de/species/bursiphycus-bullatus"
"Bursiphycus","evenkianus",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","47688","https://lpsn.dsmz.de/species/bursiphycus-evenkianus"
"Glomeophycus","filipendulus",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","47389","https://lpsn.dsmz.de/species/glomeophycus-filipendulus"
"Gorlovella","obvoluta",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","49321","https://lpsn.dsmz.de/species/gorlovella-obvoluta"
"Gorlovella","tennela",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","44553","https://lpsn.dsmz.de/species/gorlovella-tennela"
"Vesiculostroma","nidificum",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","55570","https://lpsn.dsmz.de/species/vesiculostroma-nidificum"
"Aliterella","antarctica",NA,"CENA 408; SP 469035","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","800661","https://lpsn.dsmz.de/species/aliterella-antarctica"
"Aliterella","atlantica",NA,"CENA 595; SP 469036","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","800662","https://lpsn.dsmz.de/species/aliterella-atlantica"
"Aliterella","chasmolithica",NA,"DSM 109265; HBG 24669; SAG NA2019.003","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","1644","https://lpsn.dsmz.de/species/aliterella-chasmolithica"
"Aliterella","compacta",NA,"DSM 112641; HBG 25115","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","22851","https://lpsn.dsmz.de/species/aliterella-compacta"
"Aliterella","gigantea",NA,"DSM 112646; HBG 25116","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","22852","https://lpsn.dsmz.de/species/aliterella-gigantea"
"Aliterella","shaanxiensis",NA,"FACHB 2293; HBI HZ20130817","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","22430","https://lpsn.dsmz.de/species/aliterella-shaanxiensis"
"Aliterella","vladivostokensis",NA,"VCA-43; Vl15-3; VLA-CA-1212","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","49351","https://lpsn.dsmz.de/species/aliterella-vladivostokensis"
"Chlorogloea","aphanocapsoides",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","43964","https://lpsn.dsmz.de/species/chlorogloea-aphanocapsoides"
"Chlorogloea","clarionensis",NA,"Herbarium of the California Academy of Sciences No. 236504","Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","37472","https://lpsn.dsmz.de/species/chlorogloea-clarionensis"
"Chlorogloea","conferta",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","52292","https://lpsn.dsmz.de/species/chlorogloea-conferta"
"Chlorogloea","cuauhtemocii",NA,"Collectio Musei Moravici, Brno; figurae nostrae 5b/6a","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","39948","https://lpsn.dsmz.de/species/chlorogloea-cuauhtemocii"
"Chlorogloea","endochloris",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","49727","https://lpsn.dsmz.de/species/chlorogloea-endochloris"
"Chlorogloea","epiphytica",NA,"Figure 12a-e,g; UNAM PA3198","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","39945","https://lpsn.dsmz.de/species/chlorogloea-epiphytica"
"Chlorogloea","gardneri",NA,"BRNM HY1326; Figure 19","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","33520","https://lpsn.dsmz.de/species/chlorogloea-gardneri"
"Chlorogloea","gentilis",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","44147","https://lpsn.dsmz.de/species/chlorogloea-gentilis"
"Chlorogloea","lithogenes",NA,"Figure 7,8a-d; UNAM 1775","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","39944","https://lpsn.dsmz.de/species/chlorogloea-lithogenes"
"Chlorogloea","maior",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","44018","https://lpsn.dsmz.de/species/chlorogloea-maior"
"Chlorogloea","microcystoides","pallida","no figure","Form; new form; validly published under the ICN (Botanical Code); correct name","54921","https://lpsn.dsmz.de/form/chlorogloea-microcystoides-pallida"
"Chlorogloea","minor",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","43963","https://lpsn.dsmz.de/species/chlorogloea-minor"
"Chlorogloea","minutissima",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","27570","https://lpsn.dsmz.de/species/chlorogloea-minutissima"
"Chlorogloea","novacekii",NA,"Figure 4b","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","39947","https://lpsn.dsmz.de/species/chlorogloea-novacekii"
"Chlorogloea","pallida",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","45213","https://lpsn.dsmz.de/species/chlorogloea-pallida"
"Chlorogloea","pharaonis",NA,"Figure 16a-d","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","39946","https://lpsn.dsmz.de/species/chlorogloea-pharaonis"
"Chlorogloea","purpurea",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","6883","https://lpsn.dsmz.de/species/chlorogloea-purpurea"
"Chlorogloea","regularis",NA,"1316","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","46472","https://lpsn.dsmz.de/species/chlorogloea-regularis"
"Chlorogloea","rivularis",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","27571","https://lpsn.dsmz.de/species/chlorogloea-rivularis"
"Chlorogloea","simplex",NA,"figura nostra (Plate) 3:2; TNS 51773","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","39952","https://lpsn.dsmz.de/species/chlorogloea-simplex"
"Chlorogloea","sinensis",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","43386","https://lpsn.dsmz.de/species/chlorogloea-sinensis"
"Chlorogloea","tuberculosa","major",NA,"Form; new form; validly published under the ICN (Botanical Code); correct name","55820","https://lpsn.dsmz.de/form/chlorogloea-tuberculosa-major"
"Chroococcidiopsis","bourrellyana",NA,"BR","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","38612","https://lpsn.dsmz.de/species/chroococcidiopsis-bourrellyana"
"Chroococcidiopsis","codiicola",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","39273","https://lpsn.dsmz.de/species/chroococcidiopsis-codiicola"
"Chroococcidiopsis","cubana",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","6707","https://lpsn.dsmz.de/species/chroococcidiopsis-cubana"
"Chroococcidiopsis","doonensis",NA,NA,"Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","43903","https://lpsn.dsmz.de/species/chroococcidiopsis-doonensis"
"Chroococcidiopsis","edaphica",NA,"Figure 37; Figure 37,69","Species; sp. nov.; validly published under the ICN (Botanical Code); correct name","37920","https://lpsn.dsmz.de/species/chroococcidiopsis-edaphica"
"Chroococcidiopsis","fissurarum",NA,NA,"Species; comb. nov.; validly published under the ICN (Botanical Code); correct name","27574","https://lpsn.dsmz.de/species/chroococcidiopsis-fissurarum"
