"Genus","Species","Subspecies","Strain","Status","LPSN_ID","address"
"Streptacidiphilus","jeojiensis",NA,"DSM 117391; KCTC 19257; N1-10; NRRL B-24556","VP; sp. nov.; validly published under the ICNP; correct name",57419,"https://lpsn.dsmz.de/species/streptacidiphilus-jeojiensis"
"Streptacidiphilus","jiangxiensis",NA,"33214; CGMCC 4.1857; DSM 45096; JCM 12277; NBRC 100920","VL; sp. nov.; validly published under the ICNP; correct name",784973,"https://lpsn.dsmz.de/species/streptacidiphilus-jiangxiensis"
"Streptacidiphilus","melanogenes",NA,"JCM 16224; KCTC 19280; NBRC 103184; SB-B34","VP; sp. nov.; validly published under the ICNP; correct name",787447,"https://lpsn.dsmz.de/species/streptacidiphilus-melanogenes"
"Streptacidiphilus","monticola",NA,"CGMCC 4.7427; DSM 105744; NEAU SW11","VP; sp. nov.; validly published under the ICNP; correct name",796358,"https://lpsn.dsmz.de/species/streptacidiphilus-monticola"
"Streptacidiphilus","neutrinimicus",NA,"DSM 41755; JCM 12365; JL206; KCTC 9911; NBRC 100921","VL; sp. nov.; validly published under the ICNP; correct name",781286,"https://lpsn.dsmz.de/species/streptacidiphilus-neutrinimicus"
"Streptacidiphilus","oryzae",NA,"CGMCC 4.2012; DSM 45098; JCM 13271; TH49","VP; sp. nov.; validly published under the ICNP; correct name",784974,"https://lpsn.dsmz.de/species/streptacidiphilus-oryzae"
"Streptacidiphilus","pinicola",NA,"CNU 450; JCM 32300; KCTC 49008; MMS16-CNU450","VP; sp. nov.; validly published under the ICNP; correct name",797908,"https://lpsn.dsmz.de/species/streptacidiphilus-pinicola"
"Streptacidiphilus","rugosus",NA,"AM-16; JCM 16225; KCTC 19279; NBRC 103186","VP; sp. nov.; validly published under the ICNP; correct name",787448,"https://lpsn.dsmz.de/species/streptacidiphilus-rugosus"
"Streptacidiphilus","torunensis",NA,"DSM 102291; NCIMB 15025; NF37","VL; sp. nov.; validly published under the ICNP; correct name",794807,"https://lpsn.dsmz.de/species/streptacidiphilus-torunensis"
"Streptantibioticus","cattleyicolor",NA,"ATCC 35852; BCRC 13439; CECT 3278; CIP 106797; DSM 46488; IFO 14057; IMET 43729; JCM 4925; KCTC 1468; KCTC 1946; MA4297; NBRC 14057; NCIB 11928; NCIMB 11928; NRRL 8057","VP; sp. nov.; validly published under the ICNP; correct name",31419,"https://lpsn.dsmz.de/species/streptantibioticus-cattleyicolor"
"Streptantibioticus","ferralitis",NA,"DSM 41836; JCM 14344; NCIMB 13954; SFOp68","VP; comb. nov.; validly published under the ICNP; correct name",39293,"https://lpsn.dsmz.de/species/streptantibioticus-ferralitis"
"Streptantibioticus","rubrisoli",NA,"CGMCC 4.7025; DSM 42083; FXJ1.725","VP; comb. nov.; validly published under the ICNP; correct name",39582,"https://lpsn.dsmz.de/species/streptantibioticus-rubrisoli"
"Streptantibioticus","silvisoli",NA,"DSM 111111; PCM 3044; SL54","VP; sp. nov.; validly published under the ICNP; correct name",39583,"https://lpsn.dsmz.de/species/streptantibioticus-silvisoli"
"Streptoalloteichus","hindustanus",NA,"ATCC 31217; C 677-91; DSM 44318; DSM 44523; KACC 20012","VP; sp. nov., nom. rev.; validly published under the ICNP; correct name",781291,"https://lpsn.dsmz.de/species/streptoalloteichus-hindustanus"
"Streptoalloteichus","tenebrarius",NA,"ATCC 17920; DSM 40477; IFO 16177; ISP 5477; JCM 4838; NBRC 16177; NRRL B-12390","VP; sp. nov., nom. rev.; validly published under the ICNP; correct name",787236,"https://lpsn.dsmz.de/species/streptoalloteichus-tenebrarius"
"Streptobacillus","canis",NA,"CCUG 74118; CIP 111795; DSM 110501; IHIT1603-19","VP; sp. nov.; validly published under the ICNP; correct name",7321,"https://lpsn.dsmz.de/species/streptobacillus-canis"
"Streptobacillus","felis",NA,"131000547; CCM 8542; CCUG 66203; DSM 29248","VP; sp. nov.; validly published under the ICNP; correct name",792929,"https://lpsn.dsmz.de/species/streptobacillus-felis"
"Streptobacillus","hongkongensis",NA,"DSM 26322; HKU33; JCM 18691; NCTC 13659","VP; sp. nov.; validly published under the ICNP; correct name",792174,"https://lpsn.dsmz.de/species/streptobacillus-hongkongensis"
"Streptobacillus","moniliformis",NA,"ATCC 14647; CCUG 13453; CCUG 2469; DSM 12112; NCTC 10651","VL; sp. nov.; validly published under the ICNP; correct name",781292,"https://lpsn.dsmz.de/species/streptobacillus-moniliformis"
"Streptobacillus","notomytis",NA,"AHL 370-1; CCM 8593; CCUG 12425; DSM 100026; EF 12425","VP; sp. nov.; validly published under the ICNP; correct name",793612,"https://lpsn.dsmz.de/species/streptobacillus-notomytis"
"Streptobacillus","ratti",NA,"DSM 101843; JCM 31098; OGS16","VP; sp. nov.; validly published under the ICNP; correct name",794063,"https://lpsn.dsmz.de/species/streptobacillus-ratti"
"Streptococcus","acidominimus",NA,"ATCC 51725; CCUG 27296; CIP 82.04; DSM 20622; LMG 17755; NCDO 2025; NCFB 2025; NCIMB 702025; NCTC 12957","VL; sp. nov.; validly published under the ICNP; correct name",781295,"https://lpsn.dsmz.de/species/streptococcus-acidominimus"
"Streptococcus","agalactiae",NA,"ATCC 13813; CCUG 4208; CIP 103227; DSM 2134; JCM 5671; LMG 14694; NCTC 8181","VL; sp. nov.; validly published under the ICNP, conserved name; correct name",781297,"https://lpsn.dsmz.de/species/streptococcus-agalactiae"
"Streptococcus","alactolyticus",NA,"ATCC 43077; CCUG 27297; CIP 103244; DSM 20728; DSM 5199; HAMBI 1719; LMG 14808; NCDO 1091; NCFB 1091; NCIMB 701091","VL; sp. nov.; validly published under the ICNP; correct name",781298,"https://lpsn.dsmz.de/species/streptococcus-alactolyticus"
"Streptococcus","anginosus","anginosus","ATCC 33397; CCUG 27298; CCUG 35776; CIP 102921; DSM 20563; HAMBI 1525; JCM 12993; LMG 14502; NCTC 10713; SK 52","VP; subsp. nov.; validly published under the ICNP; correct name",790919,"https://lpsn.dsmz.de/subspecies/streptococcus-anginosus-anginosus"
"Streptococcus","anginosus","whileyi","CCUG 39159; DSM 25818; SK1267","VP; subsp. nov.; validly published under the ICNP; correct name",790922,"https://lpsn.dsmz.de/subspecies/streptococcus-anginosus-whileyi"
"Streptococcus","australis",NA,"AI-1; ATCC 700641; CCUG 45919; CIP 107167; DSM 15627; NCTC 13166","VP; sp. nov.; validly published under the ICNP; correct name",781300,"https://lpsn.dsmz.de/species/streptococcus-australis"
"Streptococcus","azizii",NA,"12-5202; CCUG 69378; DSM 103678","VP; sp. nov.; validly published under the ICNP; correct name",796322,"https://lpsn.dsmz.de/species/streptococcus-azizii"
"Streptococcus","bovimastitidis",NA,"CCUG 69277; LMG 29747; NZ1587","VP; sp. nov.; validly published under the ICNP; correct name",797440,"https://lpsn.dsmz.de/species/streptococcus-bovimastitidis"
"Streptococcus","caballi",NA,"151; ATCC BAA-1485; DSM 19004","VP; sp. nov.; validly published under the ICNP; correct name",787161,"https://lpsn.dsmz.de/species/streptococcus-caballi"
"Streptococcus","caecimuris",NA,"CLA AV-18; DSM 110150; JCM 36502","VL; sp. nov.; validly published under the ICNP; correct name",46568,"https://lpsn.dsmz.de/species/streptococcus-caecimuris"
"Streptococcus","caledonicus",NA,"CCUG 73951; NCTC 14363; S784/96/1T","VP; sp. nov.; validly published under the ICNP; correct name",7322,"https://lpsn.dsmz.de/species/streptococcus-caledonicus"
"Streptococcus","cameli",NA,"CCMM B834; LMG 27685","VL; sp. nov.; validly published under the ICNP; correct name",792771,"https://lpsn.dsmz.de/species/streptococcus-cameli"
"Streptococcus","canis",NA,"ATCC 43496; CCUG 27661; CIP 103223; DSM 20715; LMG 15890; STR-T1","VP; sp. nov.; validly published under the ICNP; correct name",781303,"https://lpsn.dsmz.de/species/streptococcus-canis"
"Streptococcus","caprae",NA,"CCUG 67170; CECT 8872; DICM07-02790-1C","VP; sp. nov.; validly published under the ICNP; correct name",793751,"https://lpsn.dsmz.de/species/streptococcus-caprae"
"Streptococcus","castoreus",NA,"CCUG 48115; CIP 108205; DSM 17536; M605815/03/2","VP; sp. nov.; validly published under the ICNP; correct name",781305,"https://lpsn.dsmz.de/species/streptococcus-castoreus"
"Streptococcus","catagoni",NA,"99-1/2017; CCUG 74072; DSM 110457","VP; sp. nov.; validly published under the ICNP; correct name",14691,"https://lpsn.dsmz.de/species/streptococcus-catagoni"
"Streptococcus","caviae",NA,"6; Cavy grass 6; DSM 102819; TISTR 2371","VP; sp. nov.; validly published under the ICNP; correct name",795284,"https://lpsn.dsmz.de/species/streptococcus-caviae"
"Streptococcus","chenjunshii",NA,"CGMCC 1.16529; DSM 106182; Z15","VP; sp. nov.; validly published under the ICNP; correct name",800708,"https://lpsn.dsmz.de/species/streptococcus-chenjunshii"
"Streptococcus","chosunensis",NA,"CCUG 76564; ChDC -B353; JCM 33453; KCOM 1699","VL; sp. nov.; validly published under the ICNP; correct name",53920,"https://lpsn.dsmz.de/species/streptococcus-chosunensis"
"Streptococcus","constellatus","constellatus","ATCC 27823; CCUG 24889; CIP 103247; DSM 20575; JCM 12994; LMG 14507; NCDO 2226; NCFB 2226; NCIMB 702226; NCTC 11325","VP; subsp. nov.; validly published under the ICNP; correct name",781308,"https://lpsn.dsmz.de/subspecies/streptococcus-constellatus-constellatus"
"Streptococcus","constellatus","pharyngis","CCUG 46377; DSM 17475; MM9889a; NCTC 13122; Whiley MM9889a","VP; subsp. nov.; validly published under the ICNP; correct name",781309,"https://lpsn.dsmz.de/subspecies/streptococcus-constellatus-pharyngis"
"Streptococcus","constellatus","viborgensis","CCUG 62387; DSM 25819; NCTC 13787; SK1359","VP; subsp. nov.; validly published under the ICNP; correct name",790923,"https://lpsn.dsmz.de/subspecies/streptococcus-constellatus-viborgensis"
"Streptococcus","criceti",NA,"ATCC 19642; CCUG 27300; CIP 102510; DSM 20562; HAMBI 1517; HS-6; LMG 14508; NCTC 12277","VL; sp. nov.; validly published under the ICNP; correct name",781311,"https://lpsn.dsmz.de/species/streptococcus-criceti"
"Streptococcus","cristatus",NA,"ATCC 51100; CCUG 33481; CIP 105954; CR311; DSM 8249; LMG 16320; NCTC 12479","VP; sp. nov.; validly published under the ICNP; correct name",781313,"https://lpsn.dsmz.de/species/streptococcus-cristatus"
"Streptococcus","cuniculi",NA,"CCUG 65085; CECT 8498; NED12-00049-6B","VP; sp. nov.; validly published under the ICNP; correct name",791996,"https://lpsn.dsmz.de/species/streptococcus-cuniculi"
"Streptococcus","cuniculipharyngis",NA,"CCUG 66496; CECT 8754; DICM10-00796B","VP; sp. nov.; validly published under the ICNP; correct name",28077,"https://lpsn.dsmz.de/species/streptococcus-cuniculipharyngis"
"Streptococcus","danieliae",NA,"CCUG 57647; DSM 22233; ERD01G","VL; sp. nov.; validly published under the ICNP; correct name",790471,"https://lpsn.dsmz.de/species/streptococcus-danieliae"
"Streptococcus","dentapri",NA,"DSM 21999; JCM 15752; NUM 1529","VP; sp. nov.; validly published under the ICNP; correct name",788472,"https://lpsn.dsmz.de/species/streptococcus-dentapri"
"Streptococcus","dentasini",NA,"DSM 25137; JCM 17943; NUM 1808","VP; sp. nov.; validly published under the ICNP; correct name",790988,"https://lpsn.dsmz.de/species/streptococcus-dentasini"
"Streptococcus","dentiloxodontae",NA,"DSM 27381; JCM 19284; NUM 2404","VP; sp. nov.; validly published under the ICNP; correct name",794659,"https://lpsn.dsmz.de/species/streptococcus-dentiloxodontae"
"Streptococcus","dentirousetti",NA,"DSM 18963; JCM 14596; NUM 1303","VP; sp. nov.; validly published under the ICNP; correct name",787162,"https://lpsn.dsmz.de/species/streptococcus-dentirousetti"
"Streptococcus","devriesei",NA,"CCUG 47155; CIP 107809; DSM 19639","VL; sp. nov.; validly published under the ICNP; correct name",784978,"https://lpsn.dsmz.de/species/streptococcus-devriesei"
"Streptococcus","didelphis",NA,"ATCC 700828; CCUG 45419; CIP 106980; DSM 15616; W94-11374-1; WADDL 94-11374-1","VP; sp. nov.; validly published under the ICNP; correct name",781317,"https://lpsn.dsmz.de/species/streptococcus-didelphis"
"Streptococcus","downei",NA,"ATCC 33748; CCUG 24890; CIP 103222; DSM 5635; LMG 14514; MFe28; NCTC 11391","VP; sp. nov.; validly published under the ICNP; correct name",781319,"https://lpsn.dsmz.de/species/streptococcus-downei"
"Streptococcus","downii",NA,"CCUG 73139; CECT 9732","VP; sp. nov.; validly published under the ICNP; correct name",14099,"https://lpsn.dsmz.de/species/streptococcus-downii"
"Streptococcus","dysgalactiae","dysgalactiae","ATCC 43078; CCUG 27301; CIP 102914; DSM 20662; LMG 15885; LMG 16023; NCDO 2023; NCFB 2023; NCIMB 702023; NCTC 13759","VP; subsp. nov., nom. rev.; validly published under the ICNP; correct name",781321,"https://lpsn.dsmz.de/subspecies/streptococcus-dysgalactiae-dysgalactiae"
"Streptococcus","dysgalactiae","equisimilis","CCUG 36637; CCUG 36913; CIP 105120; DSM 23147; LMG 16026; NCDO 1356; NCFB 1356; NCIMB 701356; NCTC 13762","VP; subsp. nov.; validly published under the ICNP; correct name",781322,"https://lpsn.dsmz.de/subspecies/streptococcus-dysgalactiae-equisimilis"
"Streptococcus","entericus",NA,"CCUG 44616; CECT 5353; DSM 14446; JCM 12180","VP; sp. nov.; validly published under the ICNP; correct name",781323,"https://lpsn.dsmz.de/species/streptococcus-entericus"
"Streptococcus","equi","equi","ATCC 33398; CCUG 23255; CIP 102910; DSM 20561; LMG 15886; NCTC 9682","VL; subsp. nov.; validly published under the ICNP; correct name",781325,"https://lpsn.dsmz.de/subspecies/streptococcus-equi-equi"
"Streptococcus","equi","ruminatorum","CCUG 47520; CECT 5772; DSM 17037; Mt 167","VP; subsp. nov.; validly published under the ICNP; correct name",781326,"https://lpsn.dsmz.de/subspecies/streptococcus-equi-ruminatorum"
"Streptococcus","equi","zooepidemicus","ATCC 43079; CCUG 23256; CIP 103228; DSM 20727; LMG 16030; NBIMCC 2033; NCDO 1358; NCFB 1358; NCIMB 701358; NCTC 4676","VL; subsp. nov., nom. rev.; validly published under the ICNP; correct name",781327,"https://lpsn.dsmz.de/subspecies/streptococcus-equi-zooepidemicus"
"Streptococcus","equinus",NA,"ATCC 9812; CCUG 27302; CIP 102504; DSM 20558; HAMBI 1572; IFO 12553; JCM 7879; LMG 14897; NBRC 12553; NCTC 12969","VL; sp. nov.; validly published under the ICNP; correct name",781328,"https://lpsn.dsmz.de/species/streptococcus-equinus"
"Streptococcus","fermentans",NA,"BJSWXB5TM5; GDMCC 1.4130; KCTC 25759","VP; sp. nov.; validly published under the ICNP; correct name",58011,"https://lpsn.dsmz.de/species/streptococcus-fermentans"
"Streptococcus","ferus",NA,"8S1; ATCC 33477; CCUG 34784; CCUG 34834; CIP 103225; DSM 20646; HAMBI 1522; LMG 16520; NCTC 12278","VP; sp. nov., nom. rev.; validly published under the ICNP; correct name",781334,"https://lpsn.dsmz.de/species/streptococcus-ferus"
"Streptococcus","fryi",NA,"JCM 16387; NCTC 10235; NCTC 14616; PAGU 653","VL; sp. nov.; validly published under the ICNP; correct name",24735,"https://lpsn.dsmz.de/species/streptococcus-fryi"
"Streptococcus","gallinaceus",NA,"CCUG 42692; CIP 107087; DSM 15349; JCM 12181","VP; sp. nov.; validly published under the ICNP; correct name",781335,"https://lpsn.dsmz.de/species/streptococcus-gallinaceus"
"Streptococcus","gallolyticus","gallolyticus","ACM 3611; CCUG 35224; CIP 105428; HDP 98035; JCM 10005; LMG 16802; NCTC 13773","VP; subsp. nov.; validly published under the ICNP; correct name",781338,"https://lpsn.dsmz.de/subspecies/streptococcus-gallolyticus-gallolyticus"
"Streptococcus","gallolyticus","macedonicus","ACA-DC 206; ATCC BAA-249; CCUG 39970; CIP 105683; DSM 15879; HDP 98362; JCM 11119; LAB 617; LMG 18488; NCTC 13767","VP; comb. nov.; validly published under the ICNP; correct name",781339,"https://lpsn.dsmz.de/subspecies/streptococcus-gallolyticus-macedonicus"
"Streptococcus","gallolyticus","pasteurianus","CCUG 46150; CIP 107122; DSM 15351; JCM 12261; NEM 1202","VP; comb. nov.; validly published under the ICNP; correct name",781340,"https://lpsn.dsmz.de/subspecies/streptococcus-gallolyticus-pasteurianus"
"Streptococcus","gordonii",NA,"ATCC 10558; CCUG 25608; CCUG 33482; CCUG 35801; CIP 105258; DSM 6777; JCM 12995; LMG 14518; NCTC 7865; SK3","VP; sp. nov.; validly published under the ICNP; correct name",781342,"https://lpsn.dsmz.de/species/streptococcus-gordonii"
"Streptococcus","gwangjuensis",NA,"CCUG 76562; ChDC -B345; JCM 33299; KCOM 1679","VL; sp. nov.; validly published under the ICNP; correct name",53921,"https://lpsn.dsmz.de/species/streptococcus-gwangjuensis"
"Streptococcus","halichoeri",NA,"CCUG 48324; CCUG 48325; CIP 108195; DSM 17028; M512/02/1; SAC M512/02/1","VP; sp. nov.; validly published under the ICNP; correct name",781344,"https://lpsn.dsmz.de/species/streptococcus-halichoeri"
"Streptococcus","halotolerans",NA,"CGMCC 1.15532; DSM 101996; HTS9","VP; sp. nov.; validly published under the ICNP; correct name",794667,"https://lpsn.dsmz.de/species/streptococcus-halotolerans"
"Streptococcus","henryi",NA,"126; ATCC BAA-1484; DSM 19005","VP; sp. nov.; validly published under the ICNP; correct name",787163,"https://lpsn.dsmz.de/species/streptococcus-henryi"
"Streptococcus","hillyeri",NA,"28462; CCUG 72762; DSM 107951","VP; sp. nov.; validly published under the ICNP; correct name",5502,"https://lpsn.dsmz.de/species/streptococcus-hillyeri"
"Streptococcus","himalayensis",NA,"CGMCC 1.15533; DSM 101997; HTS2","VP; sp. nov.; validly published under the ICNP; correct name",795087,"https://lpsn.dsmz.de/species/streptococcus-himalayensis"
"Streptococcus","hohhotensis",NA,"GDMCC 1.1874; IMAU 99199; KCTC 21155","VP; sp. nov.; validly published under the ICNP; correct name",48169,"https://lpsn.dsmz.de/species/streptococcus-hohhotensis"
